Time slot,Consumption (kWh),Wind Generation (kWh per MW),Solar Generation (kWh per MWp),,Grid Tariff: $0.30 per kWh from 7am to 10 am and 5pm to 10pm and $0.20 per kWh for 10 am to 5pm and $0.00 per kWh for the remainder of the day.  ,,,,,
1/24/2025 10:00,10,36,167,,,,,,,
1/24/2025 10:15,10,43,167,,,,,,,
1/24/2025 10:30,10,43,167,,,,,,,
1/24/2025 10:45,10,43,167,,,,,,,
1/24/2025 11:00,10,36,167,,,,,,,
1/24/2025 11:15,10,33,167,,,,,,,
1/24/2025 11:30,10,27,167,,,,,,,
1/24/2025 11:45,10,36,167,,,,,,,
1/24/2025 12:00,10,36,167,,,,,,,
1/24/2025 12:15,10,27,167,,,,,,,
1/24/2025 12:30,10,27,167,,,,,,,
1/24/2025 12:45,10,36,167,,,,,,,
1/24/2025 13:00,10,30,167,,,,,,,
1/24/2025 13:15,10,24,167,,,,,,,
1/24/2025 13:30,10,19,167,,,,,,,
1/24/2025 13:45,10,27,167,,,,,,,
1/24/2025 14:00,10,22,164,,,,,,,
1/24/2025 14:15,10,15,164,,,,,,,
1/24/2025 14:30,10,19,164,,,,,,,
1/24/2025 14:45,10,19,164,,,,,,,
1/24/2025 15:00,10,19,129,,,,,,,
1/24/2025 15:15,10,19,129,,,,,,,
1/24/2025 15:30,10,24,129,,,,,,,
1/24/2025 15:45,10,17,129,,,,,,,
1/24/2025 16:00,10,17,73,,,,,,,
1/24/2025 16:15,10,19,73,,,,,,,
1/24/2025 16:30,10,19,73,,,,,,,
1/24/2025 16:45,10,19,73,,,,,,,
1/24/2025 17:00,10,19,5,,,,,,,
1/24/2025 17:15,10,19,5,,,,,,,
1/24/2025 17:30,10,19,5,,,,,,,
1/24/2025 17:45,10,22,5,,,,,,,
1/24/2025 18:00,10,27,0,,,,,,,
1/24/2025 18:15,10,36,0,,,,,,,
1/24/2025 18:30,10,36,0,,,,,,,
1/24/2025 18:45,10,36,0,,,,,,,
1/24/2025 19:00,10,36,0,,,,,,,
1/24/2025 19:15,10,36,0,,,,,,,
1/24/2025 19:30,10,36,0,,,,,,,
1/24/2025 19:45,10,47,0,,,,,,,
1/24/2025 20:00,10,47,0,,,,,,,
1/24/2025 20:15,10,47,0,,,,,,,
1/24/2025 20:30,10,47,0,,,,,,,
1/24/2025 20:45,10,43,0,,,,,,,
1/24/2025 21:00,10,36,0,,,,,,,
1/24/2025 21:15,10,33,0,,,,,,,
1/24/2025 21:30,10,33,0,,,,,,,
1/24/2025 21:45,10,36,0,,,,,,,
1/24/2025 22:00,10,36,0,,,,,,,
1/24/2025 22:15,10,27,0,,,,,,,
1/24/2025 22:30,10,27,0,,,,,,,
1/24/2025 22:45,10,19,0,,,,,,,
1/24/2025 23:00,10,19,0,,,,,,,
1/24/2025 23:15,10,17,0,,,,,,,
1/24/2025 23:30,10,22,0,,,,,,,
1/24/2025 23:45,10,27,0,,,,,,,
1/25/2025 0:00,10,42,0,,,,,,,
1/25/2025 0:15,10,27,0,,,,,,,
1/25/2025 0:30,10,27,0,,,,,,,
1/25/2025 0:45,10,19,0,,,,,,,
1/25/2025 1:00,10,24,0,,,,,,,
1/25/2025 1:15,10,27,0,,,,,,,
1/25/2025 1:30,10,33,0,,,,,,,
1/25/2025 1:45,10,27,0,,,,,,,
1/25/2025 2:00,10,33,0,,,,,,,
1/25/2025 2:15,10,37,0,,,,,,,
1/25/2025 2:30,10,24,0,,,,,,,
1/25/2025 2:45,10,24,0,,,,,,,
1/25/2025 3:00,10,24,0,,,,,,,
1/25/2025 3:15,10,24,0,,,,,,,
1/25/2025 3:30,10,19,0,,,,,,,
1/25/2025 3:45,10,19,0,,,,,,,
1/25/2025 4:00,10,19,0,,,,,,,
1/25/2025 4:15,10,19,0,,,,,,,
1/25/2025 4:30,10,19,0,,,,,,,
1/25/2025 4:45,10,17,0,,,,,,,
1/25/2025 5:00,10,13,0,,,,,,,
1/25/2025 5:15,10,13,0,,,,,,,
1/25/2025 5:30,10,13,0,,,,,,,
1/25/2025 5:45,10,17,0,,,,,,,
1/25/2025 6:00,10,13,0,,,,,,,
1/25/2025 6:15,10,19,0,,,,,,,
1/25/2025 6:30,10,19,0,,,,,,,
1/25/2025 6:45,10,13,0,,,,,,,
1/25/2025 7:00,10,13,19,,,,,,,
1/25/2025 7:15,10,13,19,,,,,,,
1/25/2025 7:30,10,17,19,,,,,,,
1/25/2025 7:45,10,15,19,,,,,,,
1/25/2025 8:00,10,15,76,,,,,,,
1/25/2025 8:15,10,19,76,,,,,,,
1/25/2025 8:30,10,24,76,,,,,,,
1/25/2025 8:45,10,27,76,,,,,,,
1/25/2025 9:00,10,33,127,,,,,,,
1/25/2025 9:15,10,36,127,,,,,,,
1/25/2025 9:30,10,43,127,,,,,,,
1/25/2025 9:45,10,47,127,,,,,,,
1/25/2025 10:00,10,47,159,,,,,,,
1/25/2025 10:15,10,43,159,,,,,,,
1/25/2025 10:30,10,43,159,,,,,,,
1/25/2025 10:45,10,47,159,,,,,,,
1/25/2025 11:00,10,40,167,,,,,,,
1/25/2025 11:15,10,43,167,,,,,,,
1/25/2025 11:30,10,43,167,,,,,,,
1/25/2025 11:45,10,43,167,,,,,,,
1/25/2025 12:00,10,36,167,,,,,,,
1/25/2025 12:15,10,36,167,,,,,,,
1/25/2025 12:30,10,36,167,,,,,,,
1/25/2025 12:45,10,36,167,,,,,,,
1/25/2025 13:00,10,30,167,,,,,,,
1/25/2025 13:15,10,33,167,,,,,,,
1/25/2025 13:30,10,48,167,,,,,,,
1/25/2025 13:45,10,48,167,,,,,,,
1/25/2025 14:00,10,27,162,,,,,,,
1/25/2025 14:15,10,22,162,,,,,,,
1/25/2025 14:30,10,27,162,,,,,,,
1/25/2025 14:45,10,22,162,,,,,,,
1/25/2025 15:00,10,27,128,,,,,,,
1/25/2025 15:15,10,27,128,,,,,,,
1/25/2025 15:30,10,27,128,,,,,,,
1/25/2025 15:45,10,27,128,,,,,,,
1/25/2025 16:00,10,27,71,,,,,,,
1/25/2025 16:15,10,22,71,,,,,,,
1/25/2025 16:30,10,22,71,,,,,,,
1/25/2025 16:45,10,27,71,,,,,,,
1/25/2025 17:00,10,27,6,,,,,,,
1/25/2025 17:15,10,30,6,,,,,,,
1/25/2025 17:30,10,36,6,,,,,,,
1/25/2025 17:45,10,51,6,,,,,,,
1/25/2025 18:00,10,59,0,,,,,,,
1/25/2025 18:15,10,74,0,,,,,,,
1/25/2025 18:30,10,74,0,,,,,,,
1/25/2025 18:45,10,80,0,,,,,,,
1/25/2025 19:00,10,80,0,,,,,,,
1/25/2025 19:15,10,74,0,,,,,,,
1/25/2025 19:30,10,85,0,,,,,,,
1/25/2025 19:45,10,69,0,,,,,,,
1/25/2025 20:00,10,59,0,,,,,,,
1/25/2025 20:15,10,59,0,,,,,,,
1/25/2025 20:30,10,69,0,,,,,,,
1/25/2025 20:45,10,59,0,,,,,,,
1/25/2025 21:00,10,69,0,,,,,,,
1/25/2025 21:15,10,74,0,,,,,,,
1/25/2025 21:30,10,64,0,,,,,,,
1/25/2025 21:45,10,59,0,,,,,,,
1/25/2025 22:00,10,51,0,,,,,,,
1/25/2025 22:15,10,55,0,,,,,,,
1/25/2025 22:30,10,47,0,,,,,,,
1/25/2025 22:45,10,64,0,,,,,,,
1/25/2025 23:00,10,74,0,,,,,,,
1/25/2025 23:15,10,74,0,,,,,,,
1/25/2025 23:30,10,74,0,,,,,,,
1/25/2025 23:45,10,64,0,,,,,,,
1/26/2025 0:00,10,74,0,,,,,,,
1/26/2025 0:15,10,85,0,,,,,,,
1/26/2025 0:30,10,74,0,,,,,,,
1/26/2025 0:45,10,80,0,,,,,,,
1/26/2025 1:00,10,80,0,,,,,,,
1/26/2025 1:15,10,59,0,,,,,,,
1/26/2025 1:30,10,69,0,,,,,,,
1/26/2025 1:45,10,80,0,,,,,,,
1/26/2025 2:00,10,90,0,,,,,,,
1/26/2025 2:15,10,90,0,,,,,,,
1/26/2025 2:30,10,80,0,,,,,,,
1/26/2025 2:45,10,74,0,,,,,,,
1/26/2025 3:00,10,74,0,,,,,,,
1/26/2025 3:15,10,74,0,,,,,,,
1/26/2025 3:30,10,74,0,,,,,,,
1/26/2025 3:45,10,74,0,,,,,,,
1/26/2025 4:00,10,85,0,,,,,,,
1/26/2025 4:15,10,90,0,,,,,,,
1/26/2025 4:30,10,90,0,,,,,,,
1/26/2025 4:45,10,90,0,,,,,,,
1/26/2025 5:00,10,90,0,,,,,,,
1/26/2025 5:15,10,90,0,,,,,,,
1/26/2025 5:30,10,80,0,,,,,,,
1/26/2025 5:45,10,80,0,,,,,,,
1/26/2025 6:00,10,90,0,,,,,,,
1/26/2025 6:15,10,74,0,,,,,,,
1/26/2025 6:30,10,64,0,,,,,,,
1/26/2025 6:45,10,55,0,,,,,,,
1/26/2025 7:00,10,55,19,,,,,,,
1/26/2025 7:15,10,64,19,,,,,,,
1/26/2025 7:30,10,74,19,,,,,,,
1/26/2025 7:45,10,80,19,,,,,,,
1/26/2025 8:00,10,80,78,,,,,,,
1/26/2025 8:15,10,69,78,,,,,,,
1/26/2025 8:30,10,69,78,,,,,,,
1/26/2025 8:45,10,69,78,,,,,,,
1/26/2025 9:00,10,69,130,,,,,,,
1/26/2025 9:15,10,69,130,,,,,,,
1/26/2025 9:30,10,59,130,,,,,,,
1/26/2025 9:45,10,47,130,,,,,,,
1/26/2025 10:00,10,47,163,,,,,,,
1/26/2025 10:15,10,36,163,,,,,,,
1/26/2025 10:30,10,36,163,,,,,,,
1/26/2025 10:45,10,36,163,,,,,,,
1/26/2025 11:00,10,36,167,,,,,,,
1/26/2025 11:15,10,47,167,,,,,,,
1/26/2025 11:30,10,47,167,,,,,,,
1/26/2025 11:45,10,36,167,,,,,,,
1/26/2025 12:00,10,36,167,,,,,,,
1/26/2025 12:15,10,36,167,,,,,,,
1/26/2025 12:30,10,36,167,,,,,,,
1/26/2025 12:45,10,47,167,,,,,,,
1/26/2025 13:00,10,40,167,,,,,,,
1/26/2025 13:15,10,36,167,,,,,,,
1/26/2025 13:30,10,36,167,,,,,,,
1/26/2025 13:45,10,36,167,,,,,,,
1/26/2025 14:00,10,43,162,,,,,,,
1/26/2025 14:15,10,36,162,,,,,,,
1/26/2025 14:30,10,30,162,,,,,,,
1/26/2025 14:45,10,36,162,,,,,,,
1/26/2025 15:00,10,25,127,,,,,,,
1/26/2025 15:15,10,27,127,,,,,,,
1/26/2025 15:30,10,22,127,,,,,,,
1/26/2025 15:45,10,19,127,,,,,,,
1/26/2025 16:00,10,24,74,,,,,,,
1/26/2025 16:15,10,22,74,,,,,,,
1/26/2025 16:30,10,17,74,,,,,,,
1/26/2025 16:45,10,19,74,,,,,,,
1/26/2025 17:00,10,19,18,,,,,,,
1/26/2025 17:15,10,17,18,,,,,,,
1/26/2025 17:30,10,17,18,,,,,,,
1/26/2025 17:45,10,19,18,,,,,,,
1/26/2025 18:00,10,24,0,,,,,,,
1/26/2025 18:15,10,33,0,,,,,,,
1/26/2025 18:30,10,47,0,,,,,,,
1/26/2025 18:45,10,59,0,,,,,,,
1/26/2025 19:00,10,69,0,,,,,,,
1/26/2025 19:15,10,59,0,,,,,,,
1/26/2025 19:30,10,59,0,,,,,,,
1/26/2025 19:45,10,74,0,,,,,,,
1/26/2025 20:00,10,64,0,,,,,,,
1/26/2025 20:15,10,69,0,,,,,,,
1/26/2025 20:30,10,59,0,,,,,,,
1/26/2025 20:45,10,59,0,,,,,,,
1/26/2025 21:00,10,51,0,,,,,,,
1/26/2025 21:15,10,47,0,,,,,,,
1/26/2025 21:30,10,47,0,,,,,,,
1/26/2025 21:45,10,47,0,,,,,,,
1/26/2025 22:00,10,55,0,,,,,,,
1/26/2025 22:15,10,59,0,,,,,,,
1/26/2025 22:30,10,69,0,,,,,,,
1/26/2025 22:45,10,64,0,,,,,,,
1/26/2025 23:00,10,74,0,,,,,,,
1/26/2025 23:15,10,74,0,,,,,,,
1/26/2025 23:30,10,64,0,,,,,,,
1/26/2025 23:45,10,64,0,,,,,,,
1/27/2025 0:00,10,61,0,,,,,,,
1/27/2025 0:15,10,59,0,,,,,,,
1/27/2025 0:30,10,59,0,,,,,,,
1/27/2025 0:45,10,59,0,,,,,,,
1/27/2025 1:00,10,59,0,,,,,,,
1/27/2025 1:15,10,64,0,,,,,,,
1/27/2025 1:30,10,64,0,,,,,,,
1/27/2025 1:45,10,51,0,,,,,,,
1/27/2025 2:00,10,59,0,,,,,,,
1/27/2025 2:15,10,64,0,,,,,,,
1/27/2025 2:30,10,74,0,,,,,,,
1/27/2025 2:45,10,59,0,,,,,,,
1/27/2025 3:00,10,59,0,,,,,,,
1/27/2025 3:15,10,59,0,,,,,,,
1/27/2025 3:30,10,59,0,,,,,,,
1/27/2025 3:45,10,59,0,,,,,,,
1/27/2025 4:00,10,59,0,,,,,,,
1/27/2025 4:15,10,59,0,,,,,,,
1/27/2025 4:30,10,59,0,,,,,,,
1/27/2025 4:45,10,59,0,,,,,,,
1/27/2025 5:00,10,59,0,,,,,,,
1/27/2025 5:15,10,74,0,,,,,,,
1/27/2025 5:30,10,74,0,,,,,,,
1/27/2025 5:45,10,59,0,,,,,,,
1/27/2025 6:00,10,59,0,,,,,,,
1/27/2025 6:15,10,74,0,,,,,,,
1/27/2025 6:30,10,74,0,,,,,,,
1/27/2025 6:45,10,74,0,,,,,,,
1/27/2025 7:00,10,64,15,,,,,,,
1/27/2025 7:15,10,59,15,,,,,,,
1/27/2025 7:30,10,59,15,,,,,,,
1/27/2025 7:45,10,59,15,,,,,,,
1/27/2025 8:00,10,59,69,,,,,,,
1/27/2025 8:15,10,47,69,,,,,,,
1/27/2025 8:30,10,47,69,,,,,,,
1/27/2025 8:45,10,47,69,,,,,,,
1/27/2025 9:00,10,47,121,,,,,,,
1/27/2025 9:15,10,47,121,,,,,,,
1/27/2025 9:30,10,40,121,,,,,,,
1/27/2025 9:45,10,36,121,,,,,,,
1/27/2025 10:00,10,36,125,,,,,,,
1/27/2025 10:15,10,27,125,,,,,,,
1/27/2025 10:30,10,27,125,,,,,,,
1/27/2025 10:45,10,27,125,,,,,,,
1/27/2025 11:00,10,22,92,,,,,,,
1/27/2025 11:15,10,22,92,,,,,,,
1/27/2025 11:30,10,27,92,,,,,,,
1/27/2025 11:45,10,27,92,,,,,,,
1/27/2025 12:00,10,27,62,,,,,,,
1/27/2025 12:15,10,27,62,,,,,,,
1/27/2025 12:30,10,27,62,,,,,,,
1/27/2025 12:45,10,22,62,,,,,,,
1/27/2025 13:00,10,22,102,,,,,,,
1/27/2025 13:15,10,17,102,,,,,,,
1/27/2025 13:30,10,13,102,,,,,,,
1/27/2025 13:45,10,15,102,,,,,,,
1/27/2025 14:00,10,15,130,,,,,,,
1/27/2025 14:15,10,19,130,,,,,,,
1/27/2025 14:30,10,19,130,,,,,,,
1/27/2025 14:45,10,15,130,,,,,,,
1/27/2025 15:00,10,24,116,,,,,,,
1/27/2025 15:15,10,19,116,,,,,,,
1/27/2025 15:30,10,19,116,,,,,,,
1/27/2025 15:45,10,22,116,,,,,,,
1/27/2025 16:00,10,22,36,,,,,,,
1/27/2025 16:15,10,15,36,,,,,,,
1/27/2025 16:30,10,15,36,,,,,,,
1/27/2025 16:45,10,17,36,,,,,,,
1/27/2025 17:00,10,13,9,,,,,,,
1/27/2025 17:15,10,13,9,,,,,,,
1/27/2025 17:30,10,13,9,,,,,,,
1/27/2025 17:45,10,15,9,,,,,,,
1/27/2025 18:00,10,24,0,,,,,,,
1/27/2025 18:15,10,22,0,,,,,,,
1/27/2025 18:30,10,33,0,,,,,,,
1/27/2025 18:45,10,47,0,,,,,,,
1/27/2025 19:00,10,55,0,,,,,,,
1/27/2025 19:15,10,43,0,,,,,,,
1/27/2025 19:30,10,36,0,,,,,,,
1/27/2025 19:45,10,47,0,,,,,,,
1/27/2025 20:00,10,47,0,,,,,,,
1/27/2025 20:15,10,47,0,,,,,,,
1/27/2025 20:30,10,47,0,,,,,,,
1/27/2025 20:45,10,40,0,,,,,,,
1/27/2025 21:00,10,27,0,,,,,,,
1/27/2025 21:15,10,19,0,,,,,,,
1/27/2025 21:30,10,19,0,,,,,,,
1/27/2025 21:45,10,17,0,,,,,,,
1/27/2025 22:00,10,13,0,,,,,,,
1/27/2025 22:15,10,17,0,,,,,,,
1/27/2025 22:30,10,13,0,,,,,,,
1/27/2025 22:45,10,19,0,,,,,,,
1/27/2025 23:00,10,30,0,,,,,,,
1/27/2025 23:15,10,30,0,,,,,,,
1/27/2025 23:30,10,30,0,,,,,,,
1/27/2025 23:45,10,36,0,,,,,,,
1/28/2025 0:00,10,44,0,,,,,,,
1/28/2025 0:15,10,40,0,,,,,,,
1/28/2025 0:30,10,40,0,,,,,,,
1/28/2025 0:45,10,54,0,,,,,,,
1/28/2025 1:00,10,102,0,,,,,,,
1/28/2025 1:15,10,107,0,,,,,,,
1/28/2025 1:30,10,107,0,,,,,,,
1/28/2025 1:45,10,107,0,,,,,,,
1/28/2025 2:00,10,107,0,,,,,,,
1/28/2025 2:15,10,102,0,,,,,,,
1/28/2025 2:30,10,90,0,,,,,,,
1/28/2025 2:45,10,36,0,,,,,,,
1/28/2025 3:00,10,30,0,,,,,,,
1/28/2025 3:15,10,36,0,,,,,,,
1/28/2025 3:30,10,36,0,,,,,,,
1/28/2025 3:45,10,27,0,,,,,,,
1/28/2025 4:00,10,27,0,,,,,,,
1/28/2025 4:15,10,36,0,,,,,,,
1/28/2025 4:30,10,36,0,,,,,,,
1/28/2025 4:45,10,36,0,,,,,,,
1/28/2025 5:00,10,36,0,,,,,,,
1/28/2025 5:15,10,36,0,,,,,,,
1/28/2025 5:30,10,43,0,,,,,,,
1/28/2025 5:45,10,51,0,,,,,,,
1/28/2025 6:00,10,51,0,,,,,,,
1/28/2025 6:15,10,55,0,,,,,,,
1/28/2025 6:30,10,55,0,,,,,,,
1/28/2025 6:45,10,59,0,,,,,,,
1/28/2025 7:00,10,59,16,,,,,,,
1/28/2025 7:15,10,59,16,,,,,,,
1/28/2025 7:30,10,59,16,,,,,,,
1/28/2025 7:45,10,74,16,,,,,,,
1/28/2025 8:00,10,74,56,,,,,,,
1/28/2025 8:15,10,74,56,,,,,,,
1/28/2025 8:30,10,74,56,,,,,,,
1/28/2025 8:45,10,69,56,,,,,,,
1/28/2025 9:00,10,59,111,,,,,,,
1/28/2025 9:15,10,55,111,,,,,,,
1/28/2025 9:30,10,47,111,,,,,,,
1/28/2025 9:45,10,36,111,,,,,,,
1/28/2025 10:00,10,30,151,,,,,,,
1/28/2025 10:15,10,27,151,,,,,,,
1/28/2025 10:30,10,27,151,,,,,,,
1/28/2025 10:45,10,30,151,,,,,,,
1/28/2025 11:00,10,30,167,,,,,,,
1/28/2025 11:15,10,27,167,,,,,,,
1/28/2025 11:30,10,27,167,,,,,,,
1/28/2025 11:45,10,27,167,,,,,,,
1/28/2025 12:00,10,27,159,,,,,,,
1/28/2025 12:15,10,24,159,,,,,,,
1/28/2025 12:30,10,19,159,,,,,,,
1/28/2025 12:45,10,19,159,,,,,,,
1/28/2025 13:00,10,15,149,,,,,,,
1/28/2025 13:15,10,17,149,,,,,,,
1/28/2025 13:30,10,13,149,,,,,,,
1/28/2025 13:45,10,11,149,,,,,,,
1/28/2025 14:00,10,11,134,,,,,,,
1/28/2025 14:15,10,7,134,,,,,,,
1/28/2025 14:30,10,7,134,,,,,,,
1/28/2025 14:45,10,6,134,,,,,,,
1/28/2025 15:00,10,3,99,,,,,,,
1/28/2025 15:15,10,4,99,,,,,,,
1/28/2025 15:30,10,7,99,,,,,,,
1/28/2025 15:45,10,9,99,,,,,,,
1/28/2025 16:00,10,13,61,,,,,,,
1/28/2025 16:15,10,13,61,,,,,,,
1/28/2025 16:30,10,17,61,,,,,,,
1/28/2025 16:45,10,22,61,,,,,,,
1/28/2025 17:00,10,27,13,,,,,,,
1/28/2025 17:15,10,36,13,,,,,,,
1/28/2025 17:30,10,36,13,,,,,,,
1/28/2025 17:45,10,51,13,,,,,,,
1/28/2025 18:00,10,59,0,,,,,,,
1/28/2025 18:15,10,69,0,,,,,,,
1/28/2025 18:30,10,59,0,,,,,,,
1/28/2025 18:45,10,74,0,,,,,,,
1/28/2025 19:00,10,74,0,,,,,,,
1/28/2025 19:15,10,90,0,,,,,,,
1/28/2025 19:30,10,90,0,,,,,,,
1/28/2025 19:45,10,90,0,,,,,,,
1/28/2025 20:00,10,90,0,,,,,,,
1/28/2025 20:15,10,102,0,,,,,,,
1/28/2025 20:30,10,90,0,,,,,,,
1/28/2025 20:45,10,90,0,,,,,,,
1/28/2025 21:00,10,90,0,,,,,,,
1/28/2025 21:15,10,90,0,,,,,,,
1/28/2025 21:30,10,80,0,,,,,,,
1/28/2025 21:45,10,80,0,,,,,,,
1/28/2025 22:00,10,90,0,,,,,,,
1/28/2025 22:15,10,85,0,,,,,,,
1/28/2025 22:30,10,74,0,,,,,,,
1/28/2025 22:45,10,74,0,,,,,,,
1/28/2025 23:00,10,74,0,,,,,,,
1/28/2025 23:15,10,69,0,,,,,,,
1/28/2025 23:30,10,59,0,,,,,,,
1/28/2025 23:45,10,59,0,,,,,,,
1/29/2025 0:00,10,46,0,,,,,,,
1/29/2025 0:15,10,59,0,,,,,,,
1/29/2025 0:30,10,59,0,,,,,,,
1/29/2025 0:45,10,55,0,,,,,,,
1/29/2025 1:00,10,55,0,,,,,,,
1/29/2025 1:15,10,59,0,,,,,,,
1/29/2025 1:30,10,51,0,,,,,,,
1/29/2025 1:45,10,59,0,,,,,,,
1/29/2025 2:00,10,51,0,,,,,,,
1/29/2025 2:15,10,36,0,,,,,,,
1/29/2025 2:30,10,30,0,,,,,,,
1/29/2025 2:45,10,24,0,,,,,,,
1/29/2025 3:00,10,19,0,,,,,,,
1/29/2025 3:15,10,19,0,,,,,,,
1/29/2025 3:30,10,19,0,,,,,,,
1/29/2025 3:45,10,7,0,,,,,,,
1/29/2025 4:00,10,7,0,,,,,,,
1/29/2025 4:15,10,3,0,,,,,,,
1/29/2025 4:30,10,6,0,,,,,,,
1/29/2025 4:45,10,7,0,,,,,,,
1/29/2025 5:00,10,7,0,,,,,,,
1/29/2025 5:15,10,7,0,,,,,,,
1/29/2025 5:30,10,7,0,,,,,,,
1/29/2025 5:45,10,6,0,,,,,,,
1/29/2025 6:00,10,6,0,,,,,,,
1/29/2025 6:15,10,11,0,,,,,,,
1/29/2025 6:30,10,11,0,,,,,,,
1/29/2025 6:45,10,13,0,,,,,,,
1/29/2025 7:00,10,13,13,,,,,,,
1/29/2025 7:15,10,17,13,,,,,,,
1/29/2025 7:30,10,17,13,,,,,,,
1/29/2025 7:45,10,27,13,,,,,,,
1/29/2025 8:00,10,33,63,,,,,,,
1/29/2025 8:15,10,36,63,,,,,,,
1/29/2025 8:30,10,36,63,,,,,,,
1/29/2025 8:45,10,40,63,,,,,,,
1/29/2025 9:00,10,76,105,,,,,,,
1/29/2025 9:15,10,47,105,,,,,,,
1/29/2025 9:30,10,40,105,,,,,,,
1/29/2025 9:45,10,33,105,,,,,,,
1/29/2025 10:00,10,22,145,,,,,,,
1/29/2025 10:15,10,17,145,,,,,,,
1/29/2025 10:30,10,17,145,,,,,,,
1/29/2025 10:45,10,19,145,,,,,,,
1/29/2025 11:00,10,19,166,,,,,,,
1/29/2025 11:15,10,13,166,,,,,,,
1/29/2025 11:30,10,13,166,,,,,,,
1/29/2025 11:45,10,13,166,,,,,,,
1/29/2025 12:00,10,13,164,,,,,,,
1/29/2025 12:15,10,13,164,,,,,,,
1/29/2025 12:30,10,13,164,,,,,,,
1/29/2025 12:45,10,17,164,,,,,,,
1/29/2025 13:00,10,13,140,,,,,,,
1/29/2025 13:15,10,11,140,,,,,,,
1/29/2025 13:30,10,7,140,,,,,,,
1/29/2025 13:45,10,13,140,,,,,,,
1/29/2025 14:00,10,9,131,,,,,,,
1/29/2025 14:15,10,13,131,,,,,,,
1/29/2025 14:30,10,13,131,,,,,,,
1/29/2025 14:45,10,7,131,,,,,,,
1/29/2025 15:00,10,11,105,,,,,,,
1/29/2025 15:15,10,13,105,,,,,,,
1/29/2025 15:30,10,13,105,,,,,,,
1/29/2025 15:45,10,13,105,,,,,,,
1/29/2025 16:00,10,17,67,,,,,,,
1/29/2025 16:15,10,17,67,,,,,,,
1/29/2025 16:30,10,13,67,,,,,,,
1/29/2025 16:45,10,19,67,,,,,,,
1/29/2025 17:00,10,19,16,,,,,,,
1/29/2025 17:15,10,19,16,,,,,,,
1/29/2025 17:30,10,19,16,,,,,,,
1/29/2025 17:45,10,22,16,,,,,,,
1/29/2025 18:00,10,27,0,,,,,,,
1/29/2025 18:15,10,27,0,,,,,,,
1/29/2025 18:30,10,27,0,,,,,,,
1/29/2025 18:45,10,36,0,,,,,,,
1/29/2025 19:00,10,36,0,,,,,,,
1/29/2025 19:15,10,36,0,,,,,,,
1/29/2025 19:30,10,36,0,,,,,,,
1/29/2025 19:45,10,36,0,,,,,,,
1/29/2025 20:00,10,36,0,,,,,,,
1/29/2025 20:15,10,27,0,,,,,,,
1/29/2025 20:30,10,27,0,,,,,,,
1/29/2025 20:45,10,19,0,,,,,,,
1/29/2025 21:00,10,19,0,,,,,,,
1/29/2025 21:15,10,22,0,,,,,,,
1/29/2025 21:30,10,27,0,,,,,,,
1/29/2025 21:45,10,24,0,,,,,,,
1/29/2025 22:00,10,19,0,,,,,,,
1/29/2025 22:15,10,17,0,,,,,,,
1/29/2025 22:30,10,13,0,,,,,,,
1/29/2025 22:45,10,13,0,,,,,,,
1/29/2025 23:00,10,13,0,,,,,,,
1/29/2025 23:15,10,13,0,,,,,,,
1/29/2025 23:30,10,17,0,,,,,,,
1/29/2025 23:45,10,15,0,,,,,,,
1/30/2025 0:00,10,17,0,,,,,,,
1/30/2025 0:15,10,15,0,,,,,,,
1/30/2025 0:30,10,15,0,,,,,,,
1/30/2025 0:45,10,15,0,,,,,,,
1/30/2025 1:00,10,19,0,,,,,,,
1/30/2025 1:15,10,19,0,,,,,,,
1/30/2025 1:30,10,19,0,,,,,,,
1/30/2025 1:45,10,27,0,,,,,,,
1/30/2025 2:00,10,27,0,,,,,,,
1/30/2025 2:15,10,27,0,,,,,,,
1/30/2025 2:30,10,27,0,,,,,,,
1/30/2025 2:45,10,27,0,,,,,,,
1/30/2025 3:00,10,27,0,,,,,,,
1/30/2025 3:15,10,27,0,,,,,,,
1/30/2025 3:30,10,27,0,,,,,,,
1/30/2025 3:45,10,19,0,,,,,,,
1/30/2025 4:00,10,19,0,,,,,,,
1/30/2025 4:15,10,22,0,,,,,,,
1/30/2025 4:30,10,27,0,,,,,,,
1/30/2025 4:45,10,27,0,,,,,,,
1/30/2025 5:00,10,22,0,,,,,,,
1/30/2025 5:15,10,19,0,,,,,,,
1/30/2025 5:30,10,19,0,,,,,,,
1/30/2025 5:45,10,27,0,,,,,,,
1/30/2025 6:00,10,27,0,,,,,,,
1/30/2025 6:15,10,27,0,,,,,,,
1/30/2025 6:30,10,33,0,,,,,,,
1/30/2025 6:45,10,36,0,,,,,,,
1/30/2025 7:00,10,43,16,,,,,,,
1/30/2025 7:15,10,40,16,,,,,,,
1/30/2025 7:30,10,47,16,,,,,,,
1/30/2025 7:45,10,47,16,,,,,,,
1/30/2025 8:00,10,55,66,,,,,,,
1/30/2025 8:15,10,55,66,,,,,,,
1/30/2025 8:30,10,47,66,,,,,,,
1/30/2025 8:45,10,51,66,,,,,,,
1/30/2025 9:00,10,59,95,,,,,,,
1/30/2025 9:15,10,55,95,,,,,,,
1/30/2025 9:30,10,47,95,,,,,,,
1/30/2025 9:45,10,43,95,,,,,,,
1/30/2025 10:00,10,36,139,,,,,,,
1/30/2025 10:15,10,27,139,,,,,,,
